where	result	detail
校验报告.md:743 满速独占/计划标记/LF091	通过	逐LF满速标记
校验报告.md:744 契约/端口身份/LF091	通过	结构、证据边界文字核对
校验报告.md:745 端口速率/记录/LF091	通过	端口速率独立复算
校验报告.md:746 契约/实际速率/LF091	通过	结构、证据边界文字核对
校验报告.md:747 契约/运输占位/LF091	通过	结构、证据边界文字核对
校验报告.md:748 契约/送料身份/LF092	通过	结构、证据边界文字核对
校验报告.md:749 契约/送料引用/LF092	通过	结构、证据边界文字核对
校验报告.md:750 满速独占/计划标记/LF092	通过	逐LF满速标记
校验报告.md:751 契约/端口身份/LF092	通过	结构、证据边界文字核对
校验报告.md:752 端口速率/记录/LF092	通过	端口速率独立复算
校验报告.md:753 契约/实际速率/LF092	通过	结构、证据边界文字核对
校验报告.md:754 契约/运输占位/LF092	通过	结构、证据边界文字核对
校验报告.md:755 契约/送料身份/LF093	通过	结构、证据边界文字核对
校验报告.md:756 契约/送料引用/LF093	通过	结构、证据边界文字核对
校验报告.md:757 满速独占/计划标记/LF093	通过	逐LF满速标记
校验报告.md:758 契约/端口身份/LF093	通过	结构、证据边界文字核对
校验报告.md:759 端口速率/记录/LF093	通过	端口速率独立复算
校验报告.md:760 契约/实际速率/LF093	通过	结构、证据边界文字核对
校验报告.md:761 契约/运输占位/LF093	通过	结构、证据边界文字核对
校验报告.md:762 契约/送料身份/LF094	通过	结构、证据边界文字核对
校验报告.md:763 契约/送料引用/LF094	通过	结构、证据边界文字核对
校验报告.md:764 满速独占/计划标记/LF094	通过	逐LF满速标记
校验报告.md:765 契约/端口身份/LF094	通过	结构、证据边界文字核对
校验报告.md:766 端口速率/记录/LF094	通过	端口速率独立复算
校验报告.md:767 契约/实际速率/LF094	通过	结构、证据边界文字核对
校验报告.md:768 契约/运输占位/LF094	通过	结构、证据边界文字核对
校验报告.md:769 契约/送料身份/LF095	通过	结构、证据边界文字核对
校验报告.md:770 契约/送料引用/LF095	通过	结构、证据边界文字核对
校验报告.md:771 满速独占/计划标记/LF095	通过	逐LF满速标记
校验报告.md:772 契约/端口身份/LF095	通过	结构、证据边界文字核对
校验报告.md:773 端口速率/记录/LF095	通过	端口速率独立复算
校验报告.md:774 契约/实际速率/LF095	通过	结构、证据边界文字核对
校验报告.md:775 契约/运输占位/LF095	通过	结构、证据边界文字核对
校验报告.md:776 契约/送料身份/LF096	通过	结构、证据边界文字核对
校验报告.md:777 契约/送料引用/LF096	通过	结构、证据边界文字核对
校验报告.md:778 满速独占/计划标记/LF096	通过	逐LF满速标记
校验报告.md:779 契约/端口身份/LF096	通过	结构、证据边界文字核对
校验报告.md:780 端口速率/记录/LF096	通过	端口速率独立复算
校验报告.md:781 契约/实际速率/LF096	通过	结构、证据边界文字核对
校验报告.md:782 契约/运输占位/LF096	通过	结构、证据边界文字核对
校验报告.md:783 契约/送料身份/LF097	通过	结构、证据边界文字核对
校验报告.md:784 契约/送料引用/LF097	通过	结构、证据边界文字核对
校验报告.md:785 满速独占/计划标记/LF097	通过	逐LF满速标记
校验报告.md:786 契约/端口身份/LF097	通过	结构、证据边界文字核对
校验报告.md:787 端口速率/记录/LF097	通过	端口速率独立复算
校验报告.md:788 契约/实际速率/LF097	通过	结构、证据边界文字核对
校验报告.md:789 契约/运输占位/LF097	通过	结构、证据边界文字核对
校验报告.md:790 契约/送料身份/LF098	通过	结构、证据边界文字核对
校验报告.md:791 契约/送料引用/LF098	通过	结构、证据边界文字核对
校验报告.md:792 满速独占/计划标记/LF098	通过	逐LF满速标记
校验报告.md:793 契约/端口身份/LF098	通过	结构、证据边界文字核对
校验报告.md:794 端口速率/记录/LF098	通过	端口速率独立复算
校验报告.md:795 契约/实际速率/LF098	通过	结构、证据边界文字核对
校验报告.md:796 契约/运输占位/LF098	通过	结构、证据边界文字核对
校验报告.md:797 契约/送料身份/LF099	通过	结构、证据边界文字核对
校验报告.md:798 契约/送料引用/LF099	通过	结构、证据边界文字核对
校验报告.md:799 满速独占/计划标记/LF099	通过	逐LF满速标记
校验报告.md:800 契约/端口身份/LF099	通过	结构、证据边界文字核对
校验报告.md:801 端口速率/记录/LF099	通过	端口速率独立复算
校验报告.md:802 契约/实际速率/LF099	通过	结构、证据边界文字核对
校验报告.md:803 契约/运输占位/LF099	通过	结构、证据边界文字核对
校验报告.md:804 契约/送料身份/LF100	通过	结构、证据边界文字核对
校验报告.md:805 契约/送料引用/LF100	通过	结构、证据边界文字核对
校验报告.md:806 满速独占/计划标记/LF100	通过	逐LF满速标记
校验报告.md:807 契约/端口身份/LF100	通过	结构、证据边界文字核对
校验报告.md:808 端口速率/记录/LF100	通过	端口速率独立复算
校验报告.md:809 契约/实际速率/LF100	通过	结构、证据边界文字核对
校验报告.md:810 契约/运输占位/LF100	通过	结构、证据边界文字核对
校验报告.md:811 契约/送料身份/LF101	通过	结构、证据边界文字核对
校验报告.md:812 契约/送料引用/LF101	通过	结构、证据边界文字核对
校验报告.md:813 满速独占/计划标记/LF101	通过	逐LF满速标记
校验报告.md:814 契约/端口身份/LF101	通过	结构、证据边界文字核对
校验报告.md:815 端口速率/记录/LF101	通过	端口速率独立复算
校验报告.md:816 契约/实际速率/LF101	通过	结构、证据边界文字核对
校验报告.md:817 契约/运输占位/LF101	通过	结构、证据边界文字核对
校验报告.md:818 契约/送料身份/LF102	通过	结构、证据边界文字核对
校验报告.md:819 契约/送料引用/LF102	通过	结构、证据边界文字核对
校验报告.md:820 满速独占/计划标记/LF102	通过	逐LF满速标记
校验报告.md:821 契约/端口身份/LF102	通过	结构、证据边界文字核对
校验报告.md:822 端口速率/记录/LF102	通过	端口速率独立复算
校验报告.md:823 契约/实际速率/LF102	通过	结构、证据边界文字核对
校验报告.md:824 契约/运输占位/LF102	通过	结构、证据边界文字核对
校验报告.md:825 契约/送料身份/LF103	通过	结构、证据边界文字核对
校验报告.md:826 契约/送料引用/LF103	通过	结构、证据边界文字核对
校验报告.md:827 满速独占/计划标记/LF103	通过	逐LF满速标记
校验报告.md:828 契约/端口身份/LF103	通过	结构、证据边界文字核对
校验报告.md:829 端口速率/记录/LF103	通过	端口速率独立复算
校验报告.md:830 契约/实际速率/LF103	通过	结构、证据边界文字核对
校验报告.md:831 契约/运输占位/LF103	通过	结构、证据边界文字核对
校验报告.md:832 契约/送料身份/LF104	通过	结构、证据边界文字核对
校验报告.md:833 契约/送料引用/LF104	通过	结构、证据边界文字核对
校验报告.md:834 满速独占/计划标记/LF104	通过	逐LF满速标记
校验报告.md:835 契约/端口身份/LF104	通过	结构、证据边界文字核对
校验报告.md:836 端口速率/记录/LF104	通过	端口速率独立复算
校验报告.md:837 契约/实际速率/LF104	通过	结构、证据边界文字核对
校验报告.md:838 契约/运输占位/LF104	通过	结构、证据边界文字核对
校验报告.md:839 契约/送料身份/LF105	通过	结构、证据边界文字核对
校验报告.md:840 契约/送料引用/LF105	通过	结构、证据边界文字核对
校验报告.md:841 满速独占/计划标记/LF105	通过	逐LF满速标记
校验报告.md:842 契约/端口身份/LF105	通过	结构、证据边界文字核对
校验报告.md:843 端口速率/记录/LF105	通过	端口速率独立复算
校验报告.md:844 契约/实际速率/LF105	通过	结构、证据边界文字核对
校验报告.md:845 契约/运输占位/LF105	通过	结构、证据边界文字核对
校验报告.md:846 契约/送料身份/LF106	通过	结构、证据边界文字核对
校验报告.md:847 契约/送料引用/LF106	通过	结构、证据边界文字核对
校验报告.md:848 满速独占/计划标记/LF106	通过	逐LF满速标记
校验报告.md:849 契约/端口身份/LF106	通过	结构、证据边界文字核对
校验报告.md:850 端口速率/记录/LF106	通过	端口速率独立复算
校验报告.md:851 契约/实际速率/LF106	通过	结构、证据边界文字核对
校验报告.md:852 契约/运输占位/LF106	通过	结构、证据边界文字核对
校验报告.md:853 契约/送料身份/LF107	通过	结构、证据边界文字核对
校验报告.md:854 契约/送料引用/LF107	通过	结构、证据边界文字核对
校验报告.md:855 满速独占/计划标记/LF107	通过	逐LF满速标记
校验报告.md:856 契约/端口身份/LF107	通过	结构、证据边界文字核对
校验报告.md:857 端口速率/记录/LF107	通过	端口速率独立复算
校验报告.md:858 契约/实际速率/LF107	通过	结构、证据边界文字核对
校验报告.md:859 契约/运输占位/LF107	通过	结构、证据边界文字核对
校验报告.md:860 契约/送料身份/LF108	通过	结构、证据边界文字核对
校验报告.md:861 契约/送料引用/LF108	通过	结构、证据边界文字核对
校验报告.md:862 满速独占/计划标记/LF108	通过	逐LF满速标记
校验报告.md:863 契约/端口身份/LF108	通过	结构、证据边界文字核对
校验报告.md:864 端口速率/记录/LF108	通过	端口速率独立复算
校验报告.md:865 契约/实际速率/LF108	通过	结构、证据边界文字核对
校验报告.md:866 契约/运输占位/LF108	通过	结构、证据边界文字核对
校验报告.md:867 契约/送料身份/LF109	通过	结构、证据边界文字核对
校验报告.md:868 契约/送料引用/LF109	通过	结构、证据边界文字核对
校验报告.md:869 满速独占/计划标记/LF109	通过	逐LF满速标记
校验报告.md:870 契约/端口身份/LF109	通过	结构、证据边界文字核对
校验报告.md:871 端口速率/记录/LF109	通过	端口速率独立复算
校验报告.md:872 契约/实际速率/LF109	通过	结构、证据边界文字核对
校验报告.md:873 契约/运输占位/LF109	通过	结构、证据边界文字核对
校验报告.md:874 契约/送料身份/LF110	通过	结构、证据边界文字核对
校验报告.md:875 契约/送料引用/LF110	通过	结构、证据边界文字核对
校验报告.md:876 满速独占/计划标记/LF110	通过	逐LF满速标记
校验报告.md:877 契约/端口身份/LF110	通过	结构、证据边界文字核对
校验报告.md:878 端口速率/记录/LF110	通过	端口速率独立复算
校验报告.md:879 契约/实际速率/LF110	通过	结构、证据边界文字核对
校验报告.md:880 契约/运输占位/LF110	通过	结构、证据边界文字核对
校验报告.md:881 契约/送料身份/LF111	通过	结构、证据边界文字核对
校验报告.md:882 契约/送料引用/LF111	通过	结构、证据边界文字核对
校验报告.md:883 满速独占/计划标记/LF111	通过	逐LF满速标记
校验报告.md:884 契约/端口身份/LF111	通过	结构、证据边界文字核对
校验报告.md:885 端口速率/记录/LF111	通过	端口速率独立复算
校验报告.md:886 契约/实际速率/LF111	通过	结构、证据边界文字核对
校验报告.md:887 契约/运输占位/LF111	通过	结构、证据边界文字核对
校验报告.md:888 契约/送料身份/LF112	通过	结构、证据边界文字核对
校验报告.md:889 契约/送料引用/LF112	通过	结构、证据边界文字核对
校验报告.md:890 满速独占/计划标记/LF112	通过	逐LF满速标记
校验报告.md:891 契约/端口身份/LF112	通过	结构、证据边界文字核对
校验报告.md:892 端口速率/记录/LF112	通过	端口速率独立复算
校验报告.md:893 契约/实际速率/LF112	通过	结构、证据边界文字核对
校验报告.md:894 契约/运输占位/LF112	通过	结构、证据边界文字核对
校验报告.md:895 契约/送料身份/LF113	通过	结构、证据边界文字核对
校验报告.md:896 契约/送料引用/LF113	通过	结构、证据边界文字核对
校验报告.md:897 满速独占/计划标记/LF113	通过	逐LF满速标记
校验报告.md:898 契约/端口身份/LF113	通过	结构、证据边界文字核对
校验报告.md:899 端口速率/记录/LF113	通过	端口速率独立复算
校验报告.md:900 契约/实际速率/LF113	通过	结构、证据边界文字核对
校验报告.md:901 契约/运输占位/LF113	通过	结构、证据边界文字核对
校验报告.md:902 契约/送料身份/LF114	通过	结构、证据边界文字核对
校验报告.md:903 契约/送料引用/LF114	通过	结构、证据边界文字核对
校验报告.md:904 满速独占/计划标记/LF114	通过	逐LF满速标记
校验报告.md:905 契约/端口身份/LF114	通过	结构、证据边界文字核对
校验报告.md:906 端口速率/记录/LF114	通过	端口速率独立复算
校验报告.md:907 契约/实际速率/LF114	通过	结构、证据边界文字核对
校验报告.md:908 契约/运输占位/LF114	通过	结构、证据边界文字核对
校验报告.md:909 契约/送料身份/LF115	通过	结构、证据边界文字核对
校验报告.md:910 契约/送料引用/LF115	通过	结构、证据边界文字核对
校验报告.md:911 满速独占/计划标记/LF115	通过	逐LF满速标记
校验报告.md:912 契约/端口身份/LF115	通过	结构、证据边界文字核对
校验报告.md:913 端口速率/记录/LF115	通过	端口速率独立复算
校验报告.md:914 契约/实际速率/LF115	通过	结构、证据边界文字核对
校验报告.md:915 契约/运输占位/LF115	通过	结构、证据边界文字核对
校验报告.md:916 契约/送料身份/LF116	通过	结构、证据边界文字核对
校验报告.md:917 契约/送料引用/LF116	通过	结构、证据边界文字核对
校验报告.md:918 满速独占/计划标记/LF116	通过	逐LF满速标记
校验报告.md:919 契约/端口身份/LF116	通过	结构、证据边界文字核对
校验报告.md:920 端口速率/记录/LF116	通过	端口速率独立复算
校验报告.md:921 契约/实际速率/LF116	通过	结构、证据边界文字核对
校验报告.md:922 契约/运输占位/LF116	通过	结构、证据边界文字核对
校验报告.md:923 契约/送料身份/LF117	通过	结构、证据边界文字核对
校验报告.md:924 契约/送料引用/LF117	通过	结构、证据边界文字核对
校验报告.md:925 满速独占/计划标记/LF117	通过	逐LF满速标记
校验报告.md:926 契约/端口身份/LF117	通过	结构、证据边界文字核对
校验报告.md:927 端口速率/记录/LF117	通过	端口速率独立复算
校验报告.md:928 契约/实际速率/LF117	通过	结构、证据边界文字核对
校验报告.md:929 契约/运输占位/LF117	通过	结构、证据边界文字核对
校验报告.md:930 契约/送料身份/LF118	通过	结构、证据边界文字核对
校验报告.md:931 契约/送料引用/LF118	通过	结构、证据边界文字核对
校验报告.md:932 满速独占/计划标记/LF118	通过	逐LF满速标记
校验报告.md:933 契约/端口身份/LF118	通过	结构、证据边界文字核对
校验报告.md:934 端口速率/记录/LF118	通过	端口速率独立复算
校验报告.md:935 契约/实际速率/LF118	通过	结构、证据边界文字核对
校验报告.md:936 契约/运输占位/LF118	通过	结构、证据边界文字核对
校验报告.md:937 契约/送料身份/LF119	通过	结构、证据边界文字核对
校验报告.md:938 契约/送料引用/LF119	通过	结构、证据边界文字核对
校验报告.md:939 满速独占/计划标记/LF119	通过	逐LF满速标记
校验报告.md:940 契约/端口身份/LF119	通过	结构、证据边界文字核对
校验报告.md:941 端口速率/记录/LF119	通过	端口速率独立复算
校验报告.md:942 契约/实际速率/LF119	通过	结构、证据边界文字核对
校验报告.md:943 契约/运输占位/LF119	通过	结构、证据边界文字核对
校验报告.md:944 契约/送料身份/LF120	通过	结构、证据边界文字核对
校验报告.md:945 契约/送料引用/LF120	通过	结构、证据边界文字核对
校验报告.md:946 满速独占/计划标记/LF120	通过	逐LF满速标记
校验报告.md:947 契约/端口身份/LF120	通过	结构、证据边界文字核对
校验报告.md:948 端口速率/记录/LF120	通过	端口速率独立复算
校验报告.md:949 契约/实际速率/LF120	通过	结构、证据边界文字核对
校验报告.md:950 契约/运输占位/LF120	通过	结构、证据边界文字核对
校验报告.md:951 契约/送料身份/LF121	通过	结构、证据边界文字核对
校验报告.md:952 契约/送料引用/LF121	通过	结构、证据边界文字核对
校验报告.md:953 满速独占/计划标记/LF121	通过	逐LF满速标记
校验报告.md:954 契约/端口身份/LF121	通过	结构、证据边界文字核对
校验报告.md:955 端口速率/记录/LF121	通过	端口速率独立复算
校验报告.md:956 契约/实际速率/LF121	通过	结构、证据边界文字核对
校验报告.md:957 契约/运输占位/LF121	通过	结构、证据边界文字核对
校验报告.md:958 契约/送料身份/LF122	通过	结构、证据边界文字核对
校验报告.md:959 契约/送料引用/LF122	通过	结构、证据边界文字核对
校验报告.md:960 满速独占/计划标记/LF122	通过	逐LF满速标记
校验报告.md:961 契约/端口身份/LF122	通过	结构、证据边界文字核对
校验报告.md:962 端口速率/记录/LF122	通过	端口速率独立复算
校验报告.md:963 契约/实际速率/LF122	通过	结构、证据边界文字核对
校验报告.md:964 契约/运输占位/LF122	通过	结构、证据边界文字核对
校验报告.md:965 契约/送料身份/LF123	通过	结构、证据边界文字核对
校验报告.md:966 契约/送料引用/LF123	通过	结构、证据边界文字核对
校验报告.md:967 满速独占/计划标记/LF123	通过	逐LF满速标记
校验报告.md:968 契约/端口身份/LF123	通过	结构、证据边界文字核对
校验报告.md:969 端口速率/记录/LF123	通过	端口速率独立复算
校验报告.md:970 契约/实际速率/LF123	通过	结构、证据边界文字核对
校验报告.md:971 契约/运输占位/LF123	通过	结构、证据边界文字核对
校验报告.md:972 契约/送料身份/LF124	通过	结构、证据边界文字核对
校验报告.md:973 契约/送料引用/LF124	通过	结构、证据边界文字核对
校验报告.md:974 满速独占/计划标记/LF124	通过	逐LF满速标记
校验报告.md:975 契约/端口身份/LF124	通过	结构、证据边界文字核对
校验报告.md:976 端口速率/记录/LF124	通过	端口速率独立复算
校验报告.md:977 契约/实际速率/LF124	通过	结构、证据边界文字核对
校验报告.md:978 契约/运输占位/LF124	通过	结构、证据边界文字核对
校验报告.md:979 契约/送料身份/LF125	通过	结构、证据边界文字核对
校验报告.md:980 契约/送料引用/LF125	通过	结构、证据边界文字核对
校验报告.md:981 满速独占/计划标记/LF125	通过	逐LF满速标记
校验报告.md:982 契约/端口身份/LF125	通过	结构、证据边界文字核对
校验报告.md:983 端口速率/记录/LF125	通过	端口速率独立复算
校验报告.md:984 契约/实际速率/LF125	通过	结构、证据边界文字核对
校验报告.md:985 契约/运输占位/LF125	通过	结构、证据边界文字核对
校验报告.md:986 契约/送料身份/LF126	通过	结构、证据边界文字核对
校验报告.md:987 契约/送料引用/LF126	通过	结构、证据边界文字核对
校验报告.md:988 满速独占/计划标记/LF126	通过	逐LF满速标记
校验报告.md:989 契约/端口身份/LF126	通过	结构、证据边界文字核对
校验报告.md:990 端口速率/记录/LF126	通过	端口速率独立复算
校验报告.md:991 契约/实际速率/LF126	通过	结构、证据边界文字核对
校验报告.md:992 契约/运输占位/LF126	通过	结构、证据边界文字核对
校验报告.md:993 契约/送料身份/LF127	通过	结构、证据边界文字核对
校验报告.md:994 契约/送料引用/LF127	通过	结构、证据边界文字核对
校验报告.md:995 满速独占/计划标记/LF127	通过	逐LF满速标记
校验报告.md:996 契约/端口身份/LF127	通过	结构、证据边界文字核对
校验报告.md:997 端口速率/记录/LF127	通过	端口速率独立复算
校验报告.md:998 契约/实际速率/LF127	通过	结构、证据边界文字核对
校验报告.md:999 契约/运输占位/LF127	通过	结构、证据边界文字核对
校验报告.md:1000 契约/送料身份/LF128	通过	结构、证据边界文字核对
校验报告.md:1001 契约/送料引用/LF128	通过	结构、证据边界文字核对
校验报告.md:1002 满速独占/计划标记/LF128	通过	逐LF满速标记
校验报告.md:1003 契约/端口身份/LF128	通过	结构、证据边界文字核对
校验报告.md:1004 端口速率/记录/LF128	通过	端口速率独立复算
校验报告.md:1005 契约/实际速率/LF128	通过	结构、证据边界文字核对
校验报告.md:1006 契约/运输占位/LF128	通过	结构、证据边界文字核对
校验报告.md:1007 契约/送料身份/LF129	通过	结构、证据边界文字核对
校验报告.md:1008 契约/送料引用/LF129	通过	结构、证据边界文字核对
校验报告.md:1009 满速独占/计划标记/LF129	通过	逐LF满速标记
校验报告.md:1010 契约/端口身份/LF129	通过	结构、证据边界文字核对
校验报告.md:1011 端口速率/记录/LF129	通过	端口速率独立复算
校验报告.md:1012 契约/实际速率/LF129	通过	结构、证据边界文字核对
校验报告.md:1013 契约/运输占位/LF129	通过	结构、证据边界文字核对
校验报告.md:1014 契约/送料身份/LF130	通过	结构、证据边界文字核对
校验报告.md:1015 契约/送料引用/LF130	通过	结构、证据边界文字核对
校验报告.md:1016 满速独占/计划标记/LF130	通过	逐LF满速标记
校验报告.md:1017 契约/端口身份/LF130	通过	结构、证据边界文字核对
校验报告.md:1018 端口速率/记录/LF130	通过	端口速率独立复算
校验报告.md:1019 契约/实际速率/LF130	通过	结构、证据边界文字核对
校验报告.md:1020 契约/运输占位/LF130	通过	结构、证据边界文字核对
校验报告.md:1021 契约/送料身份/LF131	通过	结构、证据边界文字核对
校验报告.md:1022 契约/送料引用/LF131	通过	结构、证据边界文字核对
校验报告.md:1023 满速独占/计划标记/LF131	通过	逐LF满速标记
校验报告.md:1024 契约/端口身份/LF131	通过	结构、证据边界文字核对
校验报告.md:1025 端口速率/记录/LF131	通过	端口速率独立复算
校验报告.md:1026 契约/实际速率/LF131	通过	结构、证据边界文字核对
校验报告.md:1027 契约/运输占位/LF131	通过	结构、证据边界文字核对
校验报告.md:1028 契约/送料身份/LF132	通过	结构、证据边界文字核对
校验报告.md:1029 契约/送料引用/LF132	通过	结构、证据边界文字核对
校验报告.md:1030 满速独占/计划标记/LF132	通过	逐LF满速标记
校验报告.md:1031 契约/端口身份/LF132	通过	结构、证据边界文字核对
校验报告.md:1032 端口速率/记录/LF132	通过	端口速率独立复算
校验报告.md:1033 契约/实际速率/LF132	通过	结构、证据边界文字核对
校验报告.md:1034 契约/运输占位/LF132	通过	结构、证据边界文字核对
校验报告.md:1035 契约/送料身份/LF133	通过	结构、证据边界文字核对
校验报告.md:1036 契约/送料引用/LF133	通过	结构、证据边界文字核对
校验报告.md:1037 满速独占/计划标记/LF133	通过	逐LF满速标记
校验报告.md:1038 契约/端口身份/LF133	通过	结构、证据边界文字核对
校验报告.md:1039 端口速率/记录/LF133	通过	端口速率独立复算
校验报告.md:1040 契约/实际速率/LF133	通过	结构、证据边界文字核对
校验报告.md:1041 契约/运输占位/LF133	通过	结构、证据边界文字核对
校验报告.md:1042 契约/送料身份/LF134	通过	结构、证据边界文字核对
校验报告.md:1043 契约/送料引用/LF134	通过	结构、证据边界文字核对
校验报告.md:1044 满速独占/计划标记/LF134	通过	逐LF满速标记
校验报告.md:1045 契约/端口身份/LF134	通过	结构、证据边界文字核对
校验报告.md:1046 端口速率/记录/LF134	通过	端口速率独立复算
校验报告.md:1047 契约/实际速率/LF134	通过	结构、证据边界文字核对
校验报告.md:1048 契约/运输占位/LF134	通过	结构、证据边界文字核对
校验报告.md:1049 契约/送料身份/LF135	通过	结构、证据边界文字核对
校验报告.md:1050 契约/送料引用/LF135	通过	结构、证据边界文字核对
校验报告.md:1051 满速独占/计划标记/LF135	通过	逐LF满速标记
校验报告.md:1052 契约/端口身份/LF135	通过	结构、证据边界文字核对
校验报告.md:1053 端口速率/记录/LF135	通过	端口速率独立复算
校验报告.md:1054 契约/实际速率/LF135	通过	结构、证据边界文字核对
校验报告.md:1055 契约/运输占位/LF135	通过	结构、证据边界文字核对
校验报告.md:1056 契约/送料身份/LF136	通过	结构、证据边界文字核对
校验报告.md:1057 契约/送料引用/LF136	通过	结构、证据边界文字核对
校验报告.md:1058 满速独占/计划标记/LF136	通过	逐LF满速标记
校验报告.md:1059 契约/端口身份/LF136	通过	结构、证据边界文字核对
校验报告.md:1060 端口速率/记录/LF136	通过	端口速率独立复算
校验报告.md:1061 契约/实际速率/LF136	通过	结构、证据边界文字核对
校验报告.md:1062 契约/运输占位/LF136	通过	结构、证据边界文字核对
校验报告.md:1063 契约/送料身份/LF137	通过	结构、证据边界文字核对
校验报告.md:1064 契约/送料引用/LF137	通过	结构、证据边界文字核对
校验报告.md:1065 满速独占/计划标记/LF137	通过	逐LF满速标记
校验报告.md:1066 契约/端口身份/LF137	通过	结构、证据边界文字核对
校验报告.md:1067 端口速率/记录/LF137	通过	端口速率独立复算
校验报告.md:1068 契约/实际速率/LF137	通过	结构、证据边界文字核对
校验报告.md:1069 契约/运输占位/LF137	通过	结构、证据边界文字核对
校验报告.md:1070 契约/送料身份/LF138	通过	结构、证据边界文字核对
校验报告.md:1071 契约/送料引用/LF138	通过	结构、证据边界文字核对
校验报告.md:1072 满速独占/计划标记/LF138	通过	逐LF满速标记
校验报告.md:1073 契约/端口身份/LF138	通过	结构、证据边界文字核对
校验报告.md:1074 端口速率/记录/LF138	通过	端口速率独立复算
校验报告.md:1075 契约/实际速率/LF138	通过	结构、证据边界文字核对
校验报告.md:1076 契约/运输占位/LF138	通过	结构、证据边界文字核对
校验报告.md:1077 契约/送料身份/LF139	通过	结构、证据边界文字核对
校验报告.md:1078 契约/送料引用/LF139	通过	结构、证据边界文字核对
校验报告.md:1079 满速独占/计划标记/LF139	通过	逐LF满速标记
校验报告.md:1080 契约/端口身份/LF139	通过	结构、证据边界文字核对
校验报告.md:1081 端口速率/记录/LF139	通过	端口速率独立复算
校验报告.md:1082 契约/实际速率/LF139	通过	结构、证据边界文字核对
校验报告.md:1083 契约/运输占位/LF139	通过	结构、证据边界文字核对
校验报告.md:1084 契约/送料身份/LF140	通过	结构、证据边界文字核对
校验报告.md:1085 契约/送料引用/LF140	通过	结构、证据边界文字核对
校验报告.md:1086 满速独占/计划标记/LF140	通过	逐LF满速标记
校验报告.md:1087 契约/端口身份/LF140	通过	结构、证据边界文字核对
校验报告.md:1088 端口速率/记录/LF140	通过	端口速率独立复算
校验报告.md:1089 契约/实际速率/LF140	通过	结构、证据边界文字核对
校验报告.md:1090 契约/运输占位/LF140	通过	结构、证据边界文字核对
校验报告.md:1091 契约/送料身份/LF141	通过	结构、证据边界文字核对
校验报告.md:1092 契约/送料引用/LF141	通过	结构、证据边界文字核对
校验报告.md:1093 满速独占/计划标记/LF141	通过	逐LF满速标记
校验报告.md:1094 契约/端口身份/LF141	通过	结构、证据边界文字核对
校验报告.md:1095 端口速率/记录/LF141	通过	端口速率独立复算
校验报告.md:1096 契约/实际速率/LF141	通过	结构、证据边界文字核对
校验报告.md:1097 契约/运输占位/LF141	通过	结构、证据边界文字核对
校验报告.md:1098 契约/送料身份/LF142	通过	结构、证据边界文字核对
校验报告.md:1099 契约/送料引用/LF142	通过	结构、证据边界文字核对
校验报告.md:1100 满速独占/计划标记/LF142	通过	逐LF满速标记
校验报告.md:1101 契约/端口身份/LF142	通过	结构、证据边界文字核对
校验报告.md:1102 端口速率/记录/LF142	通过	端口速率独立复算
校验报告.md:1103 契约/实际速率/LF142	通过	结构、证据边界文字核对
校验报告.md:1104 契约/运输占位/LF142	通过	结构、证据边界文字核对
校验报告.md:1105 契约/送料身份/LF143	通过	结构、证据边界文字核对
校验报告.md:1106 契约/送料引用/LF143	通过	结构、证据边界文字核对
校验报告.md:1107 满速独占/计划标记/LF143	通过	逐LF满速标记
校验报告.md:1108 契约/端口身份/LF143	通过	结构、证据边界文字核对
校验报告.md:1109 端口速率/记录/LF143	通过	端口速率独立复算
校验报告.md:1110 契约/实际速率/LF143	通过	结构、证据边界文字核对
校验报告.md:1111 契约/运输占位/LF143	通过	结构、证据边界文字核对
校验报告.md:1112 契约/送料身份/LF144	通过	结构、证据边界文字核对
校验报告.md:1113 契约/送料引用/LF144	通过	结构、证据边界文字核对
校验报告.md:1114 满速独占/计划标记/LF144	通过	逐LF满速标记
校验报告.md:1115 契约/端口身份/LF144	通过	结构、证据边界文字核对
校验报告.md:1116 端口速率/记录/LF144	通过	端口速率独立复算
校验报告.md:1117 契约/实际速率/LF144	通过	结构、证据边界文字核对
校验报告.md:1118 契约/运输占位/LF144	通过	结构、证据边界文字核对
校验报告.md:1119 契约/送料身份/LF145	通过	结构、证据边界文字核对
校验报告.md:1120 契约/送料引用/LF145	通过	结构、证据边界文字核对
校验报告.md:1121 满速独占/计划标记/LF145	通过	逐LF满速标记
校验报告.md:1122 契约/端口身份/LF145	通过	结构、证据边界文字核对
校验报告.md:1123 端口速率/记录/LF145	通过	端口速率独立复算
校验报告.md:1124 契约/实际速率/LF145	通过	结构、证据边界文字核对
校验报告.md:1125 契约/运输占位/LF145	通过	结构、证据边界文字核对
校验报告.md:1126 契约/送料身份/LF146	通过	结构、证据边界文字核对
校验报告.md:1127 契约/送料引用/LF146	通过	结构、证据边界文字核对
校验报告.md:1128 满速独占/计划标记/LF146	通过	逐LF满速标记
校验报告.md:1129 契约/端口身份/LF146	通过	结构、证据边界文字核对
校验报告.md:1130 端口速率/记录/LF146	通过	端口速率独立复算
校验报告.md:1131 契约/实际速率/LF146	通过	结构、证据边界文字核对
校验报告.md:1132 契约/运输占位/LF146	通过	结构、证据边界文字核对
校验报告.md:1133 契约/送料身份/LF147	通过	结构、证据边界文字核对
