where	result	detail
校验报告.md:3598 配方/M082／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3599 逐机配方守恒/M082/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3600 逐机配方守恒/M082/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3601 制造能力/M082	通过	逐机时间占用
校验报告.md:3602 契约/多料栏/M082	通过	结构、证据边界文字核对
校验报告.md:3603 端口数/M083	通过	逐机端口计数
校验报告.md:3604 占地/M083	通过	正式尺寸乘积
校验报告.md:3605 契约/配方集/M083	通过	结构、证据边界文字核对
校验报告.md:3606 配方/M083／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3607 逐机配方守恒/M083/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3608 逐机配方守恒/M083/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3609 制造能力/M083	通过	逐机时间占用
校验报告.md:3610 契约/多料栏/M083	通过	结构、证据边界文字核对
校验报告.md:3611 端口数/M084	通过	逐机端口计数
校验报告.md:3612 占地/M084	通过	正式尺寸乘积
校验报告.md:3613 契约/配方集/M084	通过	结构、证据边界文字核对
校验报告.md:3614 配方/M084／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3615 逐机配方守恒/M084/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3616 逐机配方守恒/M084/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3617 制造能力/M084	通过	逐机时间占用
校验报告.md:3618 契约/多料栏/M084	通过	结构、证据边界文字核对
校验报告.md:3619 端口数/M085	通过	逐机端口计数
校验报告.md:3620 占地/M085	通过	正式尺寸乘积
校验报告.md:3621 契约/配方集/M085	通过	结构、证据边界文字核对
校验报告.md:3622 配方/M085／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3623 逐机配方守恒/M085/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3624 逐机配方守恒/M085/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3625 制造能力/M085	通过	逐机时间占用
校验报告.md:3626 契约/多料栏/M085	通过	结构、证据边界文字核对
校验报告.md:3627 端口数/M086	通过	逐机端口计数
校验报告.md:3628 占地/M086	通过	正式尺寸乘积
校验报告.md:3629 契约/配方集/M086	通过	结构、证据边界文字核对
校验报告.md:3630 配方/M086／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3631 逐机配方守恒/M086/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3632 逐机配方守恒/M086/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3633 制造能力/M086	通过	逐机时间占用
校验报告.md:3634 契约/多料栏/M086	通过	结构、证据边界文字核对
校验报告.md:3635 端口数/M087	通过	逐机端口计数
校验报告.md:3636 占地/M087	通过	正式尺寸乘积
校验报告.md:3637 契约/配方集/M087	通过	结构、证据边界文字核对
校验报告.md:3638 配方/M087／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3639 逐机配方守恒/M087/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3640 逐机配方守恒/M087/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3641 制造能力/M087	通过	逐机时间占用
校验报告.md:3642 契约/多料栏/M087	通过	结构、证据边界文字核对
校验报告.md:3643 端口数/M088	通过	逐机端口计数
校验报告.md:3644 占地/M088	通过	正式尺寸乘积
校验报告.md:3645 契约/配方集/M088	通过	结构、证据边界文字核对
校验报告.md:3646 配方/M088／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3647 逐机配方守恒/M088/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3648 逐机配方守恒/M088/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3649 制造能力/M088	通过	逐机时间占用
校验报告.md:3650 契约/多料栏/M088	通过	结构、证据边界文字核对
校验报告.md:3651 端口数/M089	通过	逐机端口计数
校验报告.md:3652 占地/M089	通过	正式尺寸乘积
校验报告.md:3653 契约/配方集/M089	通过	结构、证据边界文字核对
校验报告.md:3654 配方/M089／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3655 逐机配方守恒/M089/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3656 逐机配方守恒/M089/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3657 制造能力/M089	通过	逐机时间占用
校验报告.md:3658 契约/多料栏/M089	通过	结构、证据边界文字核对
校验报告.md:3659 端口数/M090	通过	逐机端口计数
校验报告.md:3660 占地/M090	通过	正式尺寸乘积
校验报告.md:3661 契约/配方集/M090	通过	结构、证据边界文字核对
校验报告.md:3662 配方/M090／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3663 逐机配方守恒/M090/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3664 逐机配方守恒/M090/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3665 制造能力/M090	通过	逐机时间占用
校验报告.md:3666 契约/多料栏/M090	通过	结构、证据边界文字核对
校验报告.md:3667 端口数/M091	通过	逐机端口计数
校验报告.md:3668 占地/M091	通过	正式尺寸乘积
校验报告.md:3669 契约/配方集/M091	通过	结构、证据边界文字核对
校验报告.md:3670 配方/M091／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3671 逐机配方守恒/M091/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3672 逐机配方守恒/M091/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3673 制造能力/M091	通过	逐机时间占用
校验报告.md:3674 契约/多料栏/M091	通过	结构、证据边界文字核对
校验报告.md:3675 端口数/M092	通过	逐机端口计数
校验报告.md:3676 占地/M092	通过	正式尺寸乘积
校验报告.md:3677 契约/配方集/M092	通过	结构、证据边界文字核对
校验报告.md:3678 配方/M092／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3679 逐机配方守恒/M092/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3680 逐机配方守恒/M092/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3681 制造能力/M092	通过	逐机时间占用
校验报告.md:3682 契约/多料栏/M092	通过	结构、证据边界文字核对
校验报告.md:3683 端口数/M093	通过	逐机端口计数
校验报告.md:3684 占地/M093	通过	正式尺寸乘积
校验报告.md:3685 契约/配方集/M093	通过	结构、证据边界文字核对
校验报告.md:3686 配方/M093／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3687 逐机配方守恒/M093/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3688 逐机配方守恒/M093/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3689 制造能力/M093	通过	逐机时间占用
校验报告.md:3690 契约/多料栏/M093	通过	结构、证据边界文字核对
校验报告.md:3691 端口数/M094	通过	逐机端口计数
校验报告.md:3692 占地/M094	通过	正式尺寸乘积
校验报告.md:3693 契约/配方集/M094	通过	结构、证据边界文字核对
校验报告.md:3694 配方/M094／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3695 逐机配方守恒/M094/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3696 逐机配方守恒/M094/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3697 制造能力/M094	通过	逐机时间占用
校验报告.md:3698 契约/多料栏/M094	通过	结构、证据边界文字核对
校验报告.md:3699 端口数/M095	通过	逐机端口计数
校验报告.md:3700 占地/M095	通过	正式尺寸乘积
校验报告.md:3701 契约/配方集/M095	通过	结构、证据边界文字核对
校验报告.md:3702 配方/M095／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3703 逐机配方守恒/M095/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3704 逐机配方守恒/M095/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3705 制造能力/M095	通过	逐机时间占用
校验报告.md:3706 契约/多料栏/M095	通过	结构、证据边界文字核对
校验报告.md:3707 端口数/M096	通过	逐机端口计数
校验报告.md:3708 占地/M096	通过	正式尺寸乘积
校验报告.md:3709 契约/配方集/M096	通过	结构、证据边界文字核对
校验报告.md:3710 配方/M096／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3711 逐机配方守恒/M096/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3712 逐机配方守恒/M096/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3713 制造能力/M096	通过	逐机时间占用
校验报告.md:3714 契约/多料栏/M096	通过	结构、证据边界文字核对
校验报告.md:3715 端口数/M097	通过	逐机端口计数
校验报告.md:3716 占地/M097	通过	正式尺寸乘积
校验报告.md:3717 契约/配方集/M097	通过	结构、证据边界文字核对
校验报告.md:3718 配方/M097／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3719 逐机配方守恒/M097/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3720 逐机配方守恒/M097/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3721 制造能力/M097	通过	逐机时间占用
校验报告.md:3722 契约/多料栏/M097	通过	结构、证据边界文字核对
校验报告.md:3723 端口数/M098	通过	逐机端口计数
校验报告.md:3724 占地/M098	通过	正式尺寸乘积
校验报告.md:3725 契约/配方集/M098	通过	结构、证据边界文字核对
校验报告.md:3726 配方/M098／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3727 逐机配方守恒/M098/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3728 逐机配方守恒/M098/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3729 制造能力/M098	通过	逐机时间占用
校验报告.md:3730 契约/多料栏/M098	通过	结构、证据边界文字核对
校验报告.md:3731 端口数/M099	通过	逐机端口计数
校验报告.md:3732 占地/M099	通过	正式尺寸乘积
校验报告.md:3733 契约/配方集/M099	通过	结构、证据边界文字核对
校验报告.md:3734 配方/M099／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3735 逐机配方守恒/M099/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3736 逐机配方守恒/M099/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3737 制造能力/M099	通过	逐机时间占用
校验报告.md:3738 契约/多料栏/M099	通过	结构、证据边界文字核对
校验报告.md:3739 端口数/M100	通过	逐机端口计数
校验报告.md:3740 占地/M100	通过	正式尺寸乘积
校验报告.md:3741 契约/配方集/M100	通过	结构、证据边界文字核对
校验报告.md:3742 配方/M100／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3743 逐机配方守恒/M100/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3744 逐机配方守恒/M100/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3745 制造能力/M100	通过	逐机时间占用
校验报告.md:3746 契约/多料栏/M100	通过	结构、证据边界文字核对
校验报告.md:3747 端口数/M101	通过	逐机端口计数
校验报告.md:3748 占地/M101	通过	正式尺寸乘积
校验报告.md:3749 契约/配方集/M101	通过	结构、证据边界文字核对
校验报告.md:3750 配方/M101／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3751 逐机配方守恒/M101/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3752 逐机配方守恒/M101/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3753 制造能力/M101	通过	逐机时间占用
校验报告.md:3754 契约/多料栏/M101	通过	结构、证据边界文字核对
校验报告.md:3755 端口数/M102	通过	逐机端口计数
校验报告.md:3756 占地/M102	通过	正式尺寸乘积
校验报告.md:3757 契约/配方集/M102	通过	结构、证据边界文字核对
校验报告.md:3758 配方/M102／精炼-蓝铁矿	通过	结构、证据边界文字核对
校验报告.md:3759 逐机配方守恒/M102/精炼-蓝铁矿/输入/蓝铁矿	通过	逐机逐物品精确守恒
校验报告.md:3760 逐机配方守恒/M102/精炼-蓝铁矿/输出/蓝铁块	通过	逐机逐物品精确守恒
校验报告.md:3761 制造能力/M102	通过	逐机时间占用
校验报告.md:3762 契约/多料栏/M102	通过	结构、证据边界文字核对
校验报告.md:3763 端口数/M103	通过	逐机端口计数
校验报告.md:3764 占地/M103	通过	正式尺寸乘积
校验报告.md:3765 契约/配方集/M103	通过	结构、证据边界文字核对
校验报告.md:3766 配方/M103／精炼-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3767 逐机配方守恒/M103/精炼-致密蓝铁/输入/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3768 逐机配方守恒/M103/精炼-致密蓝铁/输出/钢块	通过	逐机逐物品精确守恒
校验报告.md:3769 制造能力/M103	通过	逐机时间占用
校验报告.md:3770 契约/多料栏/M103	通过	结构、证据边界文字核对
校验报告.md:3771 端口数/M104	通过	逐机端口计数
校验报告.md:3772 占地/M104	通过	正式尺寸乘积
校验报告.md:3773 契约/配方集/M104	通过	结构、证据边界文字核对
校验报告.md:3774 配方/M104／精炼-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3775 逐机配方守恒/M104/精炼-致密蓝铁/输入/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3776 逐机配方守恒/M104/精炼-致密蓝铁/输出/钢块	通过	逐机逐物品精确守恒
校验报告.md:3777 制造能力/M104	通过	逐机时间占用
校验报告.md:3778 契约/多料栏/M104	通过	结构、证据边界文字核对
校验报告.md:3779 端口数/M105	通过	逐机端口计数
校验报告.md:3780 占地/M105	通过	正式尺寸乘积
校验报告.md:3781 契约/配方集/M105	通过	结构、证据边界文字核对
校验报告.md:3782 配方/M105／精炼-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3783 逐机配方守恒/M105/精炼-致密蓝铁/输入/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3784 逐机配方守恒/M105/精炼-致密蓝铁/输出/钢块	通过	逐机逐物品精确守恒
校验报告.md:3785 制造能力/M105	通过	逐机时间占用
校验报告.md:3786 契约/多料栏/M105	通过	结构、证据边界文字核对
校验报告.md:3787 端口数/M106	通过	逐机端口计数
校验报告.md:3788 占地/M106	通过	正式尺寸乘积
校验报告.md:3789 契约/配方集/M106	通过	结构、证据边界文字核对
校验报告.md:3790 配方/M106／精炼-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3791 逐机配方守恒/M106/精炼-致密蓝铁/输入/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3792 逐机配方守恒/M106/精炼-致密蓝铁/输出/钢块	通过	逐机逐物品精确守恒
校验报告.md:3793 制造能力/M106	通过	逐机时间占用
校验报告.md:3794 契约/多料栏/M106	通过	结构、证据边界文字核对
校验报告.md:3795 端口数/M107	通过	逐机端口计数
校验报告.md:3796 占地/M107	通过	正式尺寸乘积
校验报告.md:3797 契约/配方集/M107	通过	结构、证据边界文字核对
校验报告.md:3798 配方/M107／精炼-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3799 逐机配方守恒/M107/精炼-致密蓝铁/输入/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3800 逐机配方守恒/M107/精炼-致密蓝铁/输出/钢块	通过	逐机逐物品精确守恒
校验报告.md:3801 制造能力/M107	通过	逐机时间占用
校验报告.md:3802 契约/多料栏/M107	通过	结构、证据边界文字核对
校验报告.md:3803 端口数/M108	通过	逐机端口计数
校验报告.md:3804 占地/M108	通过	正式尺寸乘积
校验报告.md:3805 契约/配方集/M108	通过	结构、证据边界文字核对
校验报告.md:3806 配方/M108／精炼-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3807 逐机配方守恒/M108/精炼-致密蓝铁/输入/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3808 逐机配方守恒/M108/精炼-致密蓝铁/输出/钢块	通过	逐机逐物品精确守恒
校验报告.md:3809 制造能力/M108	通过	逐机时间占用
校验报告.md:3810 契约/多料栏/M108	通过	结构、证据边界文字核对
校验报告.md:3811 端口数/M109	通过	逐机端口计数
校验报告.md:3812 占地/M109	通过	正式尺寸乘积
校验报告.md:3813 契约/配方集/M109	通过	结构、证据边界文字核对
校验报告.md:3814 配方/M109／精炼-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3815 逐机配方守恒/M109/精炼-致密蓝铁/输入/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3816 逐机配方守恒/M109/精炼-致密蓝铁/输出/钢块	通过	逐机逐物品精确守恒
校验报告.md:3817 制造能力/M109	通过	逐机时间占用
校验报告.md:3818 契约/多料栏/M109	通过	结构、证据边界文字核对
校验报告.md:3819 端口数/M110	通过	逐机端口计数
校验报告.md:3820 占地/M110	通过	正式尺寸乘积
校验报告.md:3821 契约/配方集/M110	通过	结构、证据边界文字核对
校验报告.md:3822 配方/M110／精炼-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3823 逐机配方守恒/M110/精炼-致密蓝铁/输入/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3824 逐机配方守恒/M110/精炼-致密蓝铁/输出/钢块	通过	逐机逐物品精确守恒
校验报告.md:3825 制造能力/M110	通过	逐机时间占用
校验报告.md:3826 契约/多料栏/M110	通过	结构、证据边界文字核对
校验报告.md:3827 端口数/M111	通过	逐机端口计数
校验报告.md:3828 占地/M111	通过	正式尺寸乘积
校验报告.md:3829 契约/配方集/M111	通过	结构、证据边界文字核对
校验报告.md:3830 配方/M111／精炼-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3831 逐机配方守恒/M111/精炼-致密蓝铁/输入/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3832 逐机配方守恒/M111/精炼-致密蓝铁/输出/钢块	通过	逐机逐物品精确守恒
校验报告.md:3833 制造能力/M111	通过	逐机时间占用
校验报告.md:3834 契约/多料栏/M111	通过	结构、证据边界文字核对
校验报告.md:3835 端口数/M112	通过	逐机端口计数
校验报告.md:3836 占地/M112	通过	正式尺寸乘积
校验报告.md:3837 契约/配方集/M112	通过	结构、证据边界文字核对
校验报告.md:3838 配方/M112／精炼-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3839 逐机配方守恒/M112/精炼-致密蓝铁/输入/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3840 逐机配方守恒/M112/精炼-致密蓝铁/输出/钢块	通过	逐机逐物品精确守恒
校验报告.md:3841 制造能力/M112	通过	逐机时间占用
校验报告.md:3842 契约/多料栏/M112	通过	结构、证据边界文字核对
校验报告.md:3843 端口数/M113	通过	逐机端口计数
校验报告.md:3844 占地/M113	通过	正式尺寸乘积
校验报告.md:3845 契约/配方集/M113	通过	结构、证据边界文字核对
校验报告.md:3846 配方/M113／精炼-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3847 逐机配方守恒/M113/精炼-致密蓝铁/输入/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3848 逐机配方守恒/M113/精炼-致密蓝铁/输出/钢块	通过	逐机逐物品精确守恒
校验报告.md:3849 制造能力/M113	通过	逐机时间占用
校验报告.md:3850 契约/多料栏/M113	通过	结构、证据边界文字核对
校验报告.md:3851 端口数/M114	通过	逐机端口计数
校验报告.md:3852 占地/M114	通过	正式尺寸乘积
校验报告.md:3853 契约/配方集/M114	通过	结构、证据边界文字核对
校验报告.md:3854 配方/M114／精炼-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3855 逐机配方守恒/M114/精炼-致密蓝铁/输入/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3856 逐机配方守恒/M114/精炼-致密蓝铁/输出/钢块	通过	逐机逐物品精确守恒
校验报告.md:3857 制造能力/M114	通过	逐机时间占用
校验报告.md:3858 契约/多料栏/M114	通过	结构、证据边界文字核对
校验报告.md:3859 端口数/M115	通过	逐机端口计数
校验报告.md:3860 占地/M115	通过	正式尺寸乘积
校验报告.md:3861 契约/配方集/M115	通过	结构、证据边界文字核对
校验报告.md:3862 配方/M115／精炼-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3863 逐机配方守恒/M115/精炼-致密蓝铁/输入/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3864 逐机配方守恒/M115/精炼-致密蓝铁/输出/钢块	通过	逐机逐物品精确守恒
校验报告.md:3865 制造能力/M115	通过	逐机时间占用
校验报告.md:3866 契约/多料栏/M115	通过	结构、证据边界文字核对
校验报告.md:3867 端口数/M116	通过	逐机端口计数
校验报告.md:3868 占地/M116	通过	正式尺寸乘积
校验报告.md:3869 契约/配方集/M116	通过	结构、证据边界文字核对
校验报告.md:3870 配方/M116／精炼-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3871 逐机配方守恒/M116/精炼-致密蓝铁/输入/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3872 逐机配方守恒/M116/精炼-致密蓝铁/输出/钢块	通过	逐机逐物品精确守恒
校验报告.md:3873 制造能力/M116	通过	逐机时间占用
校验报告.md:3874 契约/多料栏/M116	通过	结构、证据边界文字核对
校验报告.md:3875 端口数/M117	通过	逐机端口计数
校验报告.md:3876 占地/M117	通过	正式尺寸乘积
校验报告.md:3877 契约/配方集/M117	通过	结构、证据边界文字核对
校验报告.md:3878 配方/M117／精炼-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3879 逐机配方守恒/M117/精炼-致密蓝铁/输入/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3880 逐机配方守恒/M117/精炼-致密蓝铁/输出/钢块	通过	逐机逐物品精确守恒
校验报告.md:3881 制造能力/M117	通过	逐机时间占用
校验报告.md:3882 契约/多料栏/M117	通过	结构、证据边界文字核对
校验报告.md:3883 端口数/M118	通过	逐机端口计数
校验报告.md:3884 占地/M118	通过	正式尺寸乘积
校验报告.md:3885 契约/配方集/M118	通过	结构、证据边界文字核对
校验报告.md:3886 配方/M118／精炼-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3887 逐机配方守恒/M118/精炼-致密蓝铁/输入/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3888 逐机配方守恒/M118/精炼-致密蓝铁/输出/钢块	通过	逐机逐物品精确守恒
校验报告.md:3889 制造能力/M118	通过	逐机时间占用
校验报告.md:3890 契约/多料栏/M118	通过	结构、证据边界文字核对
校验报告.md:3891 端口数/M119	通过	逐机端口计数
校验报告.md:3892 占地/M119	通过	正式尺寸乘积
校验报告.md:3893 契约/配方集/M119	通过	结构、证据边界文字核对
校验报告.md:3894 配方/M119／精炼-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3895 逐机配方守恒/M119/精炼-致密蓝铁/输入/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3896 逐机配方守恒/M119/精炼-致密蓝铁/输出/钢块	通过	逐机逐物品精确守恒
校验报告.md:3897 制造能力/M119	通过	逐机时间占用
校验报告.md:3898 契约/多料栏/M119	通过	结构、证据边界文字核对
校验报告.md:3899 端口数/M120	通过	逐机端口计数
校验报告.md:3900 占地/M120	通过	正式尺寸乘积
校验报告.md:3901 契约/配方集/M120	通过	结构、证据边界文字核对
校验报告.md:3902 配方/M120／研磨-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3903 逐机配方守恒/M120/研磨-致密蓝铁/输入/砂叶粉末	通过	逐机逐物品精确守恒
校验报告.md:3904 逐机配方守恒/M120/研磨-致密蓝铁/输入/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3905 逐机配方守恒/M120/研磨-致密蓝铁/输出/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3906 制造能力/M120	通过	逐机时间占用
校验报告.md:3907 契约/多料栏/M120	通过	结构、证据边界文字核对
校验报告.md:3908 端口数/M121	通过	逐机端口计数
校验报告.md:3909 占地/M121	通过	正式尺寸乘积
校验报告.md:3910 契约/配方集/M121	通过	结构、证据边界文字核对
校验报告.md:3911 配方/M121／研磨-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3912 逐机配方守恒/M121/研磨-致密蓝铁/输入/砂叶粉末	通过	逐机逐物品精确守恒
校验报告.md:3913 逐机配方守恒/M121/研磨-致密蓝铁/输入/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3914 逐机配方守恒/M121/研磨-致密蓝铁/输出/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3915 制造能力/M121	通过	逐机时间占用
校验报告.md:3916 契约/多料栏/M121	通过	结构、证据边界文字核对
校验报告.md:3917 端口数/M122	通过	逐机端口计数
校验报告.md:3918 占地/M122	通过	正式尺寸乘积
校验报告.md:3919 契约/配方集/M122	通过	结构、证据边界文字核对
校验报告.md:3920 配方/M122／研磨-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3921 逐机配方守恒/M122/研磨-致密蓝铁/输入/砂叶粉末	通过	逐机逐物品精确守恒
校验报告.md:3922 逐机配方守恒/M122/研磨-致密蓝铁/输入/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3923 逐机配方守恒/M122/研磨-致密蓝铁/输出/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3924 制造能力/M122	通过	逐机时间占用
校验报告.md:3925 契约/多料栏/M122	通过	结构、证据边界文字核对
校验报告.md:3926 端口数/M123	通过	逐机端口计数
校验报告.md:3927 占地/M123	通过	正式尺寸乘积
校验报告.md:3928 契约/配方集/M123	通过	结构、证据边界文字核对
校验报告.md:3929 配方/M123／研磨-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3930 逐机配方守恒/M123/研磨-致密蓝铁/输入/砂叶粉末	通过	逐机逐物品精确守恒
校验报告.md:3931 逐机配方守恒/M123/研磨-致密蓝铁/输入/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3932 逐机配方守恒/M123/研磨-致密蓝铁/输出/致密蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3933 制造能力/M123	通过	逐机时间占用
校验报告.md:3934 契约/多料栏/M123	通过	结构、证据边界文字核对
校验报告.md:3935 端口数/M124	通过	逐机端口计数
校验报告.md:3936 占地/M124	通过	正式尺寸乘积
校验报告.md:3937 契约/配方集/M124	通过	结构、证据边界文字核对
校验报告.md:3938 配方/M124／研磨-致密蓝铁	通过	结构、证据边界文字核对
校验报告.md:3939 逐机配方守恒/M124/研磨-致密蓝铁/输入/砂叶粉末	通过	逐机逐物品精确守恒
校验报告.md:3940 逐机配方守恒/M124/研磨-致密蓝铁/输入/蓝铁粉末	通过	逐机逐物品精确守恒
校验报告.md:3941 逐机配方守恒/M124/研磨-致密蓝铁/输出/致密蓝铁粉末	通过	逐机逐物品精确守恒
