ts,pid,tag,rss_kb,hwm_kb,swap_kb
10:27:23,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:24,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:25,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:26,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:27,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:29,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:30,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:31,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:32,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:33,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:34,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:35,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:36,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:37,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:38,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:39,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:40,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:41,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:42,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:43,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:44,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:45,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:46,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:47,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:48,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:49,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:50,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:51,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:52,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:53,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:54,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:55,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:56,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:57,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:58,460340,batch_c_scan_6x7,13018736,14849476,0
10:27:59,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:00,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:01,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:02,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:03,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:04,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:05,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:06,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:07,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:08,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:09,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:10,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:11,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:12,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:13,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:14,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:15,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:16,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:17,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:18,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:19,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:20,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:21,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:23,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:24,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:25,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:26,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:27,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:28,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:29,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:30,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:31,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:32,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:33,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:34,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:35,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:36,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:37,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:38,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:39,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:40,460340,batch_c_scan_6x7,13018736,14849476,0
10:28:41,460340,batch_c_scan_6x7,12529112,14849476,0
10:28:42,460340,batch_c_scan_6x7,12529112,14849476,0
10:28:43,460340,batch_c_scan_6x7,12752396,14849476,0
10:28:44,460340,batch_c_scan_6x7,13158520,14849476,0
10:28:45,460340,batch_c_scan_6x7,13158520,14849476,0
10:28:46,460340,batch_c_scan_6x7,13158520,14849476,0
10:28:47,460340,batch_c_scan_6x7,13158520,14849476,0
10:28:48,460340,batch_c_scan_6x7,13158520,14849476,0
10:28:49,460340,batch_c_scan_6x7,13158520,14849476,0
10:28:50,460340,batch_c_scan_6x7,13158520,14849476,0
10:28:51,460340,batch_c_scan_6x7,13158520,14849476,0
10:28:52,460340,batch_c_scan_6x7,13158520,14849476,0
10:28:53,460340,batch_c_scan_6x7,13158520,14849476,0
10:28:54,460340,batch_c_scan_6x7,13239268,14849476,0
10:28:55,460340,batch_c_scan_6x7,13335228,14849476,0
10:28:56,460340,batch_c_scan_6x7,13217420,14849476,0
10:28:57,460340,batch_c_scan_6x7,13217420,14849476,0
10:28:58,460340,batch_c_scan_6x7,13217420,14849476,0
10:28:59,460340,batch_c_scan_6x7,13217420,14849476,0
10:29:00,460340,batch_c_scan_6x7,13217420,14849476,0
10:29:01,460340,batch_c_scan_6x7,13217420,14849476,0
10:29:02,460340,batch_c_scan_6x7,13217420,14849476,0
10:29:03,460340,batch_c_scan_6x7,13217420,14849476,0
10:29:04,460340,batch_c_scan_6x7,13217420,14849476,0
10:29:05,460340,batch_c_scan_6x7,13276324,14849476,0
10:29:06,460340,batch_c_scan_6x7,13385424,14849476,0
10:29:07,460340,batch_c_scan_6x7,13249384,14849476,0
10:29:08,460340,batch_c_scan_6x7,13453564,14849476,0
10:29:09,460340,batch_c_scan_6x7,13521724,14849476,0
10:29:10,460340,batch_c_scan_6x7,13860684,14849476,0
10:29:11,460340,batch_c_scan_6x7,15117608,15141236,0
10:29:12,460340,batch_c_scan_6x7,15117608,15141236,0
10:29:13,460340,batch_c_scan_6x7,15143088,15143124,0
10:29:14,460340,batch_c_scan_6x7,15295296,15386812,0
10:29:15,460340,batch_c_scan_6x7,15491968,15658020,0
10:29:16,460340,batch_c_scan_6x7,15644452,15658020,0
10:29:18,460340,batch_c_scan_6x7,14113800,15662308,0
10:29:19,460340,batch_c_scan_6x7,14881156,15662308,0
10:29:20,460340,batch_c_scan_6x7,16042296,16042608,0
10:29:21,460340,batch_c_scan_6x7,15523376,16145128,0
10:29:22,460340,batch_c_scan_6x7,15821476,16145128,0
10:29:23,460340,batch_c_scan_6x7,16922628,16923132,0
10:29:24,460340,batch_c_scan_6x7,17454316,17454896,0
10:29:25,460340,batch_c_scan_6x7,18110912,18197808,0
